,1,5,10,90,95,99
5,0.19562792470906024,0.3619180631732748,0.5243649278517271,3.8685029817818988,4.497618213658631,5.586234986870777
15,0.3493234702635838,0.6014603886023163,0.8431470029551651,3.748060699888714,4.106174374244295,4.746268006227835
30,0.513850764126478,0.8257169877989319,1.0834273293620256,3.6863238147978046,3.975809560085101,4.539597443444418
60,0.7740846876668644,1.0951931114666962,1.364492184648146,3.651419240163021,3.909861510171943,4.4637315972930205
