,1,5,10,90,95,99
5,0.00014462711746868583,0.0002840431066492759,0.0005210743578566637,0.09232817002754798,0.11926576390731615,0.17950344301848467
15,0.0002761231934491926,0.0010090665679973372,0.004203913098389467,0.09977833915666304,0.1189086482702095,0.16247145416516795
30,0.0007079664959385326,0.004825291248941948,0.008063538783222302,0.10100753328482921,0.11756385332324516,0.14938760478931695
60,0.004242457949017544,0.008056663624384536,0.011370508282265206,0.10164089114652228,0.11396808535051084,0.14073955568932953
