,1,5,10,90,95,99
5,0.0,5.796149474017836e-07,0.04183236300789096,1.5031640594593303,2.3718432721393574,5.004540439821568
15,0.0,0.04577418355023839,0.07745987269974058,2.432581222437373,3.492820346070661,5.899037597526155
30,0.0,0.07506734492763406,0.13625759142729332,3.172576198751518,4.227897877100529,6.7245522820174335
60,0.0,0.1317214231377515,0.24125391593961185,3.950155607520757,5.1574977427879025,7.7271904014570305
