,1,5,10,90,95,99
5,0.21080779393421203,0.40475589730897893,0.576252622413699,21.596130776578935,36.85084183085128,90.30342729977076
15,0.3417326035249905,0.6069779696496909,0.8383595539776468,30.05755164314166,47.29921276279257,94.98394158636987
30,0.4078177938859141,0.7520154244009759,1.0259855633729393,36.54544591186479,54.19931165369182,95.99648303448592
60,0.5316598493949682,0.9515006974577809,1.2900155755790643,42.60823328581002,61.36579301206847,98.97912981653667
